altitude,TAS (kts),CL,CD
30000,330,0.8467608356967465,0.05283116825340366
30000,340,0.7976838668458106,0.04936088071132165
30000,350,0.7527531021010264,0.04636540100707688
30000,360,0.7115143133285166,0.043768862577068066
30000,370,0.6735738130560681,0.04150917231030031
30000,380,0.6385890235967849,0.03953522546550669
30000,390,0.6062607166822862,0.03780473843346113
30000,400,0.5763265937960983,0.03628255073681435
30000,410,0.5485559488838531,0.03493928604940217
30000,420,0.5227452097923793,0.03375028983751778
30500,330,0.8625520357703264,0.053991828619695974
30500,340,0.8125598330050913,0.05039089973517026
30500,350,0.7667911566970496,0.047282653153518366
30500,360,0.7247833078347884,0.04458836626258531
30500,370,0.6861352570883023,0.042243608413844114
30500,380,0.6504980380567076,0.04019535099317191
30500,390,0.6175668421787546,0.03839971859602147
30500,400,0.5870744793461785,0.036820227104882225
30500,410,0.5587859410790516,0.03542639430174685
30500,420,0.5324938588173954,0.03419263751616433
31000,330,0.8787085035662481,0.0552015312723043
31000,340,0.8277798965256439,0.05146444095495624
31000,350,0.7811539268437916,0.04823866266920945
31000,360,0.7383592286910838,0.04544249707551157
31000,370,0.6989872610545249,0.043009077218009784
31000,380,0.6626825210413051,0.04088336931882737
31000,390,0.6291344907190299,0.03901983891872861
31000,400,0.5980709752397778,0.03738062233124313
31000,410,0.5692525641782537,0.035934084718411224
31000,420,0.5424680047526329,0.03465367605575301
31500,330,0.8952403397626267,0.056462576435347044
31500,340,0.843353572665658,0.052583545686700955
31500,350,0.7958503918379598,0.049235247386111264
31500,360,0.7522505632727631,0.04633287912760013
31500,370,0.7121378597527399,0.043807034245608154
31500,380,0.6751500900287402,0.04160058869483008
31500,390,0.6409708941495731,0.03966627854731684
31500,400,0.6093229562509379,0.03796480199561844
31500,410,0.5799623616903633,0.03646332266203094
31500,420,0.5526738832208052,0.03513428211135766
32000,330,0.912157970427072,0.05777738300958631
32000,340,0.8592906832137385,0.05375036056509113
32000,350,0.8108898202408832,0.05027431892452255
32000,360,0.7664660723727484,0.04726122032423581
32000,370,0.7255953468189056,0.04463901011498565
32000,380,0.6879086078913309,0.042348384870872516
32000,390,0.6530835172880223,0.04034027746379166
32000,400,0.620837518621926,0.038573886654731104
32000,410,0.590922087920929,0.037015123301691696
32000,420,0.5631179307228354,0.035635377567767426
32500,330,0.9294721589965765,0.05914849525703956
32500,340,0.8756013677744567,0.05496714347568547
32500,350,0.8262817805283855,0.051357887975825835
32500,360,0.781014800267957,0.048229317084216655
32500,370,0.7393682842565904,0.04550661476987497
