altitude,TAS (kts),CL,CD
30000,330,0.4671167206138158,0.02650972319640322
30000,340,0.44004334666820544,0.02555188773093122
30000,350,0.4152572316313842,0.024725104168464282
30000,360,0.3925077999602204,0.024008432548154882
30000,370,0.3715778734466367,0.023384734525369863
30000,380,0.35227846866235846,0.022839904659840753
30000,390,0.3344445159424363,0.02236227223551485
30000,400,0.3179313179677785,0.021942132594844416
30000,410,0.3026116054422638,0.021571377566185428
30000,420,0.2883730775217945,0.021243202241736245
30500,330,0.4758279567527165,0.026830077532671137
30500,340,0.44824969282327715,0.02583618369753033
30500,350,0.42300134277853757,0.02497827530370539
30500,360,0.3998276581047134,0.02423462409123448
30500,370,0.37850741044828967,0.02358744653080653
30500,380,0.35884809203857926,0.023022106173229417
30500,390,0.3406815548347853,0.022526492950381224
30500,400,0.3238604030648178,0.02209053686625894
30500,410,0.3082549939938777,0.021705824511564456
30500,420,0.29375093248509543,0.02136529480309866
31000,330,0.4847406933075712,0.027163968050183885
31000,340,0.45664586073697677,0.02613249224300036
31000,350,0.4309245836832206,0.02524214387607972
31000,360,0.4073168325709455,0.024470373081729474
31000,370,0.3855972352169067,0.023798723884469977
31000,380,0.3655696779861117,0.023212006389051902
31000,390,0.3470628632557168,0.022697652610998997
31000,400,0.3299266343824658,0.02224521177892271
31000,410,0.31402892029265034,0.02184595234842654
31000,420,0.29925318311334764,0.02149254623653536
31500,330,0.4938605023306503,0.027512029634729006
31500,340,0.46523709951390846,0.02644137679180046
31500,350,0.4390319077861864,0.025517211626120757
31500,360,0.4149800054306161,0.02471612779138057
31500,370,0.39285178015929756,0.02401896832579883
31500,380,0.37244742869673014,0.023409966398569428
31500,390,0.3535924306627734,0.02287607667385832
31500,400,0.336133804398799,0.02240645144392479
31500,410,0.31993699407381215,0.021992027526902474
31500,420,0.30488326929596266,0.021625198507967184
32000,330,0.5031931353757639,0.02787492992808238
32000,340,0.47402882735658036,0.026763429837437132
32000,350,0.44732842810139356,0.02580400618091888
32000,360,0.42282200958657956,0.024972359619842507
32000,370,0.4002756204705676,0.024248602321380815
32000,380,0.3794856817342154,0.023616365923010006
32000,390,0.3602743750323517,0.023062107386893113
32000,400,0.34248582776512937,0.022574565146578667
32000,410,0.32598294135883815,0.022144330244221428
32000,420,0.31064474173707873,0.021763506067186956
32500,330,0.5127445301069825,0.028253371173030582
32500,340,0.4830266377910934,0.027099274579814956
32500,350,0.4558194230910237,0.026103082512214312
32500,360,0.4308478343260062,0.02523956439739298
32500,370,0.4078734793911644,0.02448807023243553
32500,380,0.3866889150183546,0.023831604362924818
32500,390,0.3671129475913899,0.023256104735280305
32500,400,0.348986745804065,0.02274987820112953
32500,410,0.3321706087367661,0.022303155219033595
32500,420,0.31654126603543303,0.021907736551029275
33000,330,0.5225208171813576,0.028648092171127074
33000,340,0.49223630615095026,0.02744956666263215
33000,350,0.4645103427840805,0.026415024483581975
33000,360,0.43906263110377985,0.02551826376723918
33000,370,0.4156502336818836,0.024737839553632374
33000,380,0.3940617520155807,0.02405610191166197
33000,390,0.3741125377452324,0.023458447445028938
33000,400,0.35564073119406153,0.02293273285768562
33000,410,0.3385039678230211,0.022468812513045226
33000,420,0.3225766269333891,0.02205817152950519
33500,330,0.532528327418291,0.029059870360613978
33500,340,0.5016637963308987,0.02781499601741605
33500,350,0.4734068151498116,0.026740446492581227
33500,360,0.44747171956675863,0.02580900665266924
33500,370,0.42361091932689493,0.024998402227946106
33500,380,0.40160896714578886,0.024290300737184384
33500,390,0.3812776782107292,0.023669534048168808
33500,400,0.3624520928490745,0.02312348926481629
33500,410,0.3449871199039375,0.022641628403084934
33500,420,0.3287547327429246,0.022215107297734
34000,330,0.5427735992688333,0.029489524022466518
34000,340,0.5113152678233214,0.028196288821260157
34000,350,0.482514652737763,0.027079995214159117
34000,360,0.45608059383006155,0.02611237081466688
34000,370,0.43176073747535404,0.0252702760425852
34000,380,0.40933549141534603,0.024534666236757468
34000,390,0.38861305036407606,0.023889784013617604
34000,400,0.3694252810023498,0.02332252649150294
34000,410,0.35162430077558565,0.02282194630694086
34000,420,0.3350796199567798,0.022378855716704817
34500,330,0.5532633865988873,0.02993791462308392
34500,340,0.5211970830503359,0.02859420957582697
34500,350,0.49183985959688853,0.02743435145204319
34500,360,0.46489492901712076,0.026428964506007513
34500,370,0.44010506063271615,0.025554006111386543
34500,380,0.41724641828683406,0.024789688369354475
34500,390,0.3961234898134046,0.024119638948096066
34500,400,0.3765648925038677,0.023530243612391526
34500,410,0.3584198857859538,0.02301012776654583
34500,420,0.34155545805339477,0.022549745106116507
35000,330,0.5640046668009888,0.03040594930275848
35000,340,0.5313158150054297,0.029009563315720473
35000,350,0.5013886384867566,0.027804232105340537
35000,360,0.47392058807583104,0.02675942822828352
35000,370,0.44864943911342364,0.025850166449454794
35000,380,0.4253470097965907,0.025055883070973138
35000,390,0.4038139922066252,0.024359563871772242
35000,400,0.38387567634142306,0.02374706086057681
35000,410,0.3653783950899921,0.023206553492342994
35000,420,0.34818655450469205,0.022728121192776105
35500,330,0.5750046492501193,0.030894583519710854
35500,340,0.5416782552191869,0.029443197954914797
35500,350,0.511167398394596,0.028190392258078484
35500,360,0.483163628883781,0.027104436598769616
35500,370,0.4573996077672609,0.02615936164624012
35500,380,0.43364270293170365,0.025333793758430635
35500,390,0.4116897192855885,0.02461004857365242
35500,400,0.3913625393958626,0.023973420852452743
35500,410,0.3725044991275312,0.02341162447293986
35500,420,0.3549773599962472,0.022914348118286305
36000,330,0.5862707841197748,0.03140482386018421
36000,340,0.55229142206439,0.029896006780550335
36000,350,0.5211827623725999,0.02859362739997902
36000,360,0.4926303116561998,0.027464700334536896
36000,370,0.46636149299228263,0.026482228643693644
36000,380,0.44213911627869457,0.02562399292760449
36000,390,0.4197560051981821,0.024871609052097517
36000,400,0.3990305524415218,0.024209789889489654
36000,410,0.37980302433458346,0.023625763154454152
36000,420,0.361932473869861,0.023108809510020745
36500,330,0.6000404148069813,0.03204189147666763
36500,340,0.5652629859211096,0.03046136748684549
36500,350,0.5334236830406555,0.02909709219951765
36500,360,0.5042006263308665,0.027914512592105083
36500,370,0.47731483690635707,0.026885348687706746
36500,380,0.45252355382604076,0.025986325103926632
36500,390,0.42961473486180324,0.025198183996004722
36500,400,0.40840250732800176,0.024504911711680143
36500,410,0.38872338591600397,0.023893128959562096
36500,420,0.3704331132226773,0.02335160696350195
37000,330,0.6146352376488041,0.03273328253902447
37000,340,0.579011915051512,0.03107493711309315
37000,350,0.5463981826935086,0.029643487987979982
37000,360,0.5164643316354537,0.02840268082821458
37000,370,0.4889245973700131,0.02732284321462375
37000,380,0.4635303142656149,0.026379553737484008
37000,390,0.44006428257695457,0.025552606339198817
37000,400,0.41833610862471743,0.024825198891391582
37000,410,0.39817833063625685,0.024183293336542774
37000,420,0.3794431824260475,0.023615108018894663
37500,330,0.6295850513354567,0.033458716137737717
37500,340,0.5930952602978481,0.031718717523723114
37500,350,0.5596882619627042,0.03021678707257447
37500,360,0.5290263278582659,0.028914885367120856
37500,370,0.5008167428081173,0.02778187898520034
37500,380,0.4748047928700225,0.026792144061961454
37500,390,0.45076799533485373,0.025924479639109904
37500,400,0.42851132556519533,0.02516125628936799
37500,410,0.407863248604588,0.024487744752929228
37500,420,0.38867240414076665,0.023891583271881973
38000,330,0.644898490332823,0.03421986845050861
38000,340,0.6075211556855054,0.03239419622961263
38000,350,0.5733015967121996,0.030818314110917545
38000,360,0.5418938703491084,0.029452309702155514
38000,370,0.5129981416891486,0.02826351664168427
38000,380,0.48635350136595873,0.027225049403346177
38000,390,0.4617320552087077,0.026314663141483025
38000,400,0.4389340349827778,0.02551386039558423
38000,410,0.4177837334755766,0.02480718667031487
38000,420,0.3981261088279162,0.02418167154268785
38500,330,0.6605843991234739,0.03501849818624752
38500,340,0.6222979330843105,0.03310293398331919
38500,350,0.5872460495065005,0.031449458983778655
38500,360,0.5550743909301413,0.030016195599192226
38500,370,0.5254758295438007,0.02876886904995507
38500,380,0.49818310986527925,0.027679270027246593
38500,390,0.4729627946387003,0.026724058399385527
38500,400,0.4496102566534145,0.02588382593263002
38500,410,0.4279455149586336,0.02514235718715519
38500,420,0.4078097566017364,0.02448604310560313
39000,330,0.6766518373149171,0.03585645064872446
39000,340,0.6374341270207136,0.03384656838533571
39000,350,0.6015296741517917,0.032111680006521266
39000,360,0.5685755021882293,0.030607845965855286
39000,370,0.5382570130284478,0.029299103870897954
39000,380,0.5103004507174134,0.028155855450093414
39000,390,0.48446670008937864,0.027153611356324187
39000,400,0.4605461567724655,0.026272007738197645
39000,410,0.4383544621272723,0.025494030744208716
39000,420,0.41772894038318864,0.0248054012377128
39500,330,0.6931100848720955,0.03673566200030473
39500,340,0.6529384796070172,0.034626817667909406
39500,350,0.6161607203475201,0.03280650729866782
39500,360,0.5824050018716914,0.03122862786200143
39500,370,0.5513490740874449,0.02985544625838623
39500,380,0.5227125224554793,0.028655906864139026
39500,390,0.4962504157959974,0.02760431453193031
39500,400,0.47174805151606997,0.026679302740259134
39500,410,0.44901658680887085,0.02586301991395004
39500,420,0.4278893891302221,0.02514048384387915
40000,330,0.7099686474771544,0.03765816373562106
40000,340,0.6688199455905027,0.035445484665167636
40000,350,0.6311476384511194,0.03353554631937457
40000,360,0.596570877393998,0.031879975658431134
40000,370,0.5647595742166701,0.030439181690106384
40000,380,0.5354264938383804,0.029180579681858387
40000,390,0.5083207476019863,0.028077209315263047
40000,400,0.4832224106891383,0.027106652029496664
40000,410,0.45993804705688346,0.026250177278089495
40000,420,0.43829697114661054,0.025492065161735418
40500,330,0.727237262019578,0.03862608737551956
40500,340,0.6850876975253639,0.03630446097872357
40500,350,0.6464990843586294,0.0343004815769853
40500,360,0.6110813104470068,0.03256339435112761
40500,370,0.5784962588307676,0.031051658937766582
40500,380,0.5484497079912194,0.029731086205630496
40500,390,0.5206846668897572,0.0285733883710298
40500,400,0.4949758614620754,0.02755504303377482
40500,410,0.4711251507075078,0.026656397397537702
40500,420,0.4489576974712702,0.025860957550629476
