Mass (kg),TAS (kts),CL,CD
46500,350,0.5978095305034407,0.03193767315566902
46500,360,0.5650591627057985,0.03045238243695334
46500,370,0.5349281774044666,0.029159778044269315
46500,380,0.5071445116805504,0.02803062667338045
46500,390,0.4814705291694377,0.027040740947889236
46500,400,0.4576979217916967,0.026170008116885086
46500,410,0.4356434710688368,0.02540162412151127
46500,420,0.4151455072940559,0.02472148589683112
47000,330,0.6796979317858071,0.03601758186048224
47000,340,0.640303674493723,0.03398956302723638
47000,350,0.6042375899712196,0.03223901954023488
47000,360,0.5711350676811298,0.030721615355870015
47000,370,0.5406800932905362,0.029401063567945855
47000,380,0.5125976784728145,0.028247498819053037
47000,390,0.4866476316336253,0.02723621077761005
47000,400,0.462619404821715,0.026346651834986315
47000,410,0.4403278094674264,0.025561654611824903
47000,420,0.4196094374800135,0.02486681112086944
47500,330,0.6869287608473582,0.03640297377669219
47500,340,0.6471154157117414,0.03433157608881941
47500,350,0.6106656494389985,0.032543588880785394
47500,360,0.5772109726564609,0.03099372777124569
47500,370,0.5464320091766057,0.029644929685458503
47500,380,0.5180508452650784,0.028466690452914625
47500,390,0.4918247340978128,0.027433771193744984
47500,400,0.46754088785173326,0.026525184790714293
47500,410,0.44501214786601606,0.02572339665818467
47500,420,0.4240733676659711,0.025013690625378754
48000,330,0.6941595899089092,0.036792443914237694
48000,340,0.6539271569297597,0.0346772083362393
48000,350,0.6170937089067774,0.032851381177320574
48000,360,0.583286877631792,0.03126871968308036
48000,370,0.5521839250626752,0.029891376396807258
48000,380,0.5235040120573423,0.028688201574965225
48000,390,0.49700183656200025,0.027633422196294048
48000,400,0.4724623708817514,0.02670560698406902
48000,410,0.4496964862646057,0.025886850260590573
48000,420,0.4285372978519287,0.02516212441035907
48500,330,0.7013904189704604,0.03718599227311876
48500,340,0.660738898147778,0.035026459769496046
48500,350,0.6235217683745563,0.03316239642984042
48500,360,0.5893627826071232,0.03154659109137403
48500,370,0.5579358409487447,0.030140403701992134
48500,380,0.5289571788496064,0.028912032185204842
48500,390,0.5021789390261877,0.027835163785257234
48500,400,0.4773838539117697,0.026887918415050498
48500,410,0.45438082466319535,0.02605201541904261
48500,420,0.43300122803788627,0.025312112475810385
49000,330,0.7086212480320115,0.037583618853335374
49000,340,0.6675506393657963,0.03537933038858965
49000,350,0.6299498278423353,0.033476634638344924
49000,360,0.5954386875824543,0.03182734199612671
49000,370,0.5636877568348143,0.030392011601013125
49000,380,0.5344103456418703,0.029138182283633466
49000,390,0.5073560414903753,0.02803899596063455
49000,400,0.48230533694178795,0.02707211908365873
49000,410,0.45906516306178496,0.026218892133540783
49000,420,0.43746515822384385,0.025463654821732695
49500,330,0.7158520770935627,0.03798532365488755
49500,340,0.6743623805838147,0.03573582019352012
49500,350,0.6363778873101142,0.033794095802834094
49500,360,0.6015145925577855,0.032110972397338386
49500,370,0.5694396727208838,0.030646200093870223
49500,380,0.5398635124341343,0.029366651870251108
