altitude,TAS (kts),CL,CD
30000,330,0.4969806044424845,0.0321265785688727
30000,340,0.4681763652576692,0.030986753468421183
30000,350,0.4418056148880537,0.03000288025521106
30000,360,0.41760175789958776,0.02915004035623386
30000,370,0.39533373136440153,0.02840783912533453
30000,380,0.3748004696938128,0.02775949107539081
30000,390,0.35582634992627593,0.027191108043376117
30000,400,0.3382574238986661,0.026691141477725035
30000,410,0.3219582856858213,0.02624994264659187
30000,420,0.30680945478337046,0.02585941370332323
30500,330,0.5062487706431358,0.032507800528885133
30500,340,0.4769073626560337,0.03132506593477688
30500,350,0.45004482549418373,0.0303041541431177
30500,360,0.4253895919987462,0.029419208504215248
30500,370,0.40270629016097526,0.02864906660154384
30500,380,0.38179010473017666,0.02797631104686505
30500,390,0.3624621375610618,0.027386530847778697
30500,400,0.34456556951898437,0.026867742699615622
30500,410,0.3279624695005205,0.026409934637436072
30500,420,0.3125311288154053,0.02600470396562389
31000,330,0.5157313196609654,0.03290513055724888
31000,340,0.4858403175698887,0.031677673381232826
31000,350,0.45847461804962575,0.030618157991225758
31000,360,0.433357567215117,0.02969975002356679
31000,370,0.4102493843029887,0.02890048685016023
31000,380,0.3889414176667531,0.02820229248144157
31000,390,0.3692514182187978,0.027590211004120332
31000,400,0.35101962944424464,0.027051805990462165
31000,410,0.33410553665127385,0.02657668689446246
31000,420,0.31838515142335116,0.02615613329052168
31500,330,0.5254341797828083,0.03331932416864533
31500,340,0.4949808146915902,0.032045246283422764
31500,350,0.4671002626803906,0.030945488871239685
31500,360,0.44151066495638774,0.029992198358079498
31500,370,0.4179677295715694,0.029162577941491713
31500,380,0.3962588793514394,0.0284378650780592
31500,390,0.37619843641254336,0.027802535805928938
31500,400,0.357623638614674,0.027243681342735956
31500,410,0.3403913276522774,0.02675051649357608
31500,420,0.3243751824169378,0.02631398961768889
32000,330,0.5353634702730004,0.03375117585741274
32000,340,0.5043346186222296,0.03242848970917402
32000,350,0.47592719928758986,0.0312867746598909
32000,360,0.4498540271043963,0.03029711447378376
32000,370,0.4258661936649361,0.029435842611173095
32000,380,0.4037471046587933,0.0286834807053347
32000,390,0.3833075733907282,0.028023912528566227
32000,400,0.36438176195456096,0.027443736806249522
32000,410,0.346823806738428,0.02693175686974191
32000,420,0.3305049995052707,0.02647857574261714
32500,330,0.5455255084046094,0.03420152129312441
32500,340,0.5139076804953457,0.03282814526695636
